col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,photo_url,jersey_number,hometown,nationality,nba_status
Justin Hawkins,F,6-7,220,Niagara,Sr,-,Willingboro (NJ),Life Center Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/206100.png,0.0,"Willingboro, New Jersey",United States,Draft Eligible in 2026
Braydon Hawthorne,F,6-8,175,Kentucky,Fr,-,Huntington (WV),Huntington Prep,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hawthorne_Bradyon_uk25.jpg,22.0,"Huntington, West Virginia",United States,Draft Eligible in 2029
Brian Hawthorne,G,6-2,175,South Alabama,Jr,-,Shawnee (KS),St. James Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/221014.png,7.0,"Shawnee, Kansas",United States,Draft Eligible in 2027
Dorian Hayes,GF,6-5,185,Texas-San Antonio,Fr,-,Missouri City (TX),Ridge Point High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/234579.png,0.0,"Missouri City, Texas",United States,Draft Eligible in 2029
Jai'Chaunn Hayes,F,6-7,200,Arkansas-Pine Bluff,Fr,-,White Hall (AR),White Hall High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/235648.png,2.0,"White Hall, Arkansas",United States,Draft Eligible in 2029
Jalen Hayes,G,6-2,N/A,South Dakota,So,-,Richfield (MN),Richfield High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hayes_Jalen_usd23.jpg,25.0,"Richfield, Minnesota",United States,Draft Eligible in 2028
Josh Hayes,F,6-9,196,Utah,Jr,-,Gainesville (FL),Gainesville High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hayes_Josh_appst23.jpg,7.0,"Gainesville, Florida",United States,Draft Eligible in 2027
L.A. Hayes,G,6-5,181,UTEP,Jr,-,Cleveland (OH),St. Vincent St. Mary High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hayes_LA_kent23.jpg,7.0,"Cleveland, Ohio",United States,Draft Eligible in 2027
Zaire Hayes,G,6-2,185,Texas Southern,Sr,-,Houston (TX),N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hayes_Zaire_tsu24.jpg,7.0,"Houston, Texas",United States,Draft Eligible in 2026
Tanner Hayhurst,G,6-6,210,Southern Utah,Jr,-,Eagle (ID),Eagle High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hayhurst_Tanner_byu22.jpg,3.0,"Eagle, Idaho",United States,Draft Eligible in 2027
Matt Hayman,G,6-5,204,Arkansas State,Sr,-,Monroe (LA),Ouachita Parish,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hayman_Kyle_sfa22.jpg,1.0,"Monroe, Louisiana",United States,Draft Eligible in 2026
Cooper Haynes,SF,6-2,195,Belmont,Fr,-,Memphis (TN),Briarcrest Christian School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Haynes_Cooper_bel24.jpg,13.0,"Memphis, Tennessee",United States,Draft Eligible in 2029
Jaiden Haynes,G,6-3,185,Youngstown State,Fr,-,Atlanta (GA),Moravian Prep,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/235759.png,8.0,"Atlanta, Georgia",United States,Draft Eligible in 2029
Jalen Haynes,PF,6-8,255,Cincinnati,Sr,"Nov 20, 2001",Fort Lauderdale (FL),Dillard High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Haynes_Jalen_vatech21.jpg,3.0,"Fort Lauderdale, Florida",United States,Draft Eligible in 2026
Jalen Haynes,G,6-4,185,Southern Illinois,Fr,-,Carrollton (TX),Hebron High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Haynes_Jalen_siu25.jpg,5.0,"Carrollton, Texas",United States,Draft Eligible in 2029
Evan Haywood,F,6-4,195,Butler,So,-,Carmel (IN),Brebeuf Jesuit Preparatory School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Haywood_Evan_but24.jpg,1.0,"Carmel, Indiana",United States,Draft Eligible in 2028
Cody Head,G,6-2,192,Akron,Jr,-,Cleveland (OH),Lutheran High School East,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Head_Cody_lip23.jpg,9.0,"Cleveland, Ohio",United States,Draft Eligible in 2027
Jakobi Heady,GF,6-6,200,Bethune-Cookman,Sr,-,Chicago (IL),Hillcrest High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Heady_Jakobi_bcu23.jpg,,"Chicago, Illinois",United States,Draft Eligible in 2026
Quentin Heady,F,6-6,200,Bethune-Cookman,Jr,-,Country Club Hills (IL),Hillcrest High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Heady_Quentin_cmu24.jpg,5.0,"Country Club Hills, Illinois",United States,Draft Eligible in 2027
Bryce Heard,F,6-6,194,Dayton,So,-,Chicago (IL),Homewood-Flossmoor High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Heard_Bryce_ncst24.jpg,10.0,"Chicago, Illinois",United States,Draft Eligible in 2028
Josh Hecht,G,6-2,184,San Diego,Jr,-,Santa Monica (CA),Santa Monica High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hecht_Josh_usd23.jpg,9.0,"Santa Monica, California",United States,Draft Eligible in 2027
Jameson Heck,G,5-7,170,The Citadel,Fr,-,Waterville (OH),Saint Francis DeSales High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/250870.png,2.0,"Waterville, Ohio",United States,Draft Eligible in 2029
Jake Heidbreder,PG,6-5,180,Fresno State,Sr,-,Floyds Knobs (IN),Floyd Central High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Heidbreder_Jake_af21.jpg,3.0,"Floyds Knobs, Indiana",United States,Draft Eligible in 2026
Camden Heide,F,6-7,215,Texas,Jr,"Jul 16, 2003",Wayzata (MN),Wayzata High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Heide_Camden_pur22.jpg,5.0,"Wayzata, Minnesota",United States,Draft Eligible in 2027
Miles Heide,F,6-9,240,San Diego State,Jr,-,North Bend (WA),Mount Si High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Heide_Miles_sdsu23.jpg,40.0,"North Bend, Washington",United States,Draft Eligible in 2027
Will Heimbrodt,F,6-7,220,Seattle,So,-,San Anselmo (CA),Southern California Academy of Sciences,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Heimbrodt_Will_sea23.jpg,15.0,"San Anselmo, California",United States,Draft Eligible in 2028
Nate Heise,G,6-5,212,Iowa State,Sr,"Apr 11, 2002",Lake City (MN),Lincoln High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Heise_Nate_uni20.jpg,0.0,"Lake City, Minnesota",United States,Draft Eligible in 2026
Rieco Hellams,G,5-10,165,Old Dominion,Jr,-,Washington (DC),Our Lady of Good Counsel High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hellams_Rieco_odu24.jpg,11.0,"Washington, District of Columbia",United States,Draft Eligible in 2027
Daniel Helterfhoff,C,6-10,240,Rider,Sr,"Feb 14, 2003",Cologne,N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Helterhoff_Daniel_upstate24.jpg,13.0,"Cologne, Germany",Germany,Draft Eligible in 2026
Alex Hemenway,SG,6-4,190,Evansville,Sr,"Jun 17, 2001",Newburgh (IN),Castle High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hemenway_Alex_clem19.jpg,12.0,"Newburgh, Indiana",United States,Draft Eligible in 2026
Peter Hemschemeier,G,6-5,145,Southeastern Louisiana,Fr,"Sep 27, 2003",Paderborn,N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/152383.png,22.0,"Paderborn, Germany",Germany,Draft Eligible in 2029
Seifeldin Hendawy,PF,6-8,200,Winthrop,So,"Sep 5, 2005",Cairo,N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hendawy_Seifeldin_loy24.jpg,25.0,"Cairo, Egypt",Egypt,Draft Eligible in 2028
Ahmad Henderson II,G,5-9,155,Illinois-Chicago,Jr,-,Monee (IL),Brother Rice High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Henderson_Ahmad_nu23.jpg,0.0,"Monee, Illinois",United States,Draft Eligible in 2027
Andrew Henderson,GF,6-5,210,UC Riverside,Sr,-,Chatsworth (CA),Chatsworth High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Henderson_Andrew_ucr25.jpg,12.0,"Chatsworth, California",United States,Draft Eligible in 2026
Chase Henderson,G,6-0,165,Montana,So,-,Des Moines (IA),Hoover High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Henderson_Chase_mt23.jpg,2.0,"Des Moines, Iowa",United States,Draft Eligible in 2028
Isaiah Henderson,F,6-6,220,Siena,Fr,-,Corning (NY),Kimball Union Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/235663.png,1.0,"Corning, New York",United States,Draft Eligible in 2029
Jaden Henderson,GF,6-3,197,Cal State Fullerton,Sr,-,Sacramento (CA),Antelope High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Henderson_Jaden_csuf25.jpg,32.0,"Sacramento, California",United States,Draft Eligible in 2026
Jaylin Henderson,G,6-3,175,Portland State,Sr,"Jun 14, 2002",Wichita (KS),Wichita West High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Henderson_Jaylin_latech23.jpg,5.0,"Wichita, Kansas",United States,Draft Eligible in 2026
Jazz Henderson,G,5-11,180,Texas Tech,Fr,-,Dallas (TX),Faith Family Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Henderson_Jazz_txt24.jpg,2.0,"Dallas, Texas",United States,Draft Eligible in 2029
Josh Henderson,F,6-5,N/A,Akron,Fr,-,Westerville (OH),Westerville Central High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Henderson_Josh_akr25.jpg,7.0,"Westerville, Ohio",United States,Draft Eligible in 2029
Shelton Henderson,GF,6-6,220,Miami (FL),Fr,"Nov 17, 2006",Cypress (TX),Bellaire High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/200436.png,7.0,"Cypress, Texas",United States,Draft Eligible in 2029
Troy Henderson,G,6-1,180,Tennessee,Fr,-,Lancaster (VA),John Marshall High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/235443.png,24.0,"Lancaster, Virginia",United States,Draft Eligible in 2029
William Henderson,C,6-10,200,Alcorn State,Jr,-,Richmond (VA),N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/239985.png,6.0,"Richmond, Virginia",United States,Draft Eligible in 2027
Tyler Hendricks,GF,6-6,185,Utah Valley,Jr,"Nov 22, 2003",Fort Lauderdale (FL),Calvary Christian Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hendricks_Tyler_ucf22.jpg,15.0,"Fort Lauderdale, Florida",United States,Draft Eligible in 2027
Bradey Henige,C,7-0,240,California Baptist,So,-,Glendale (AZ),Cactus High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Henige_Bradey_cbu24.jpg,42.0,"Glendale, Arizona",United States,Draft Eligible in 2028
Jaden Henley,F,6-7,215,Grand Canyon,Sr,-,Ontario (CA),Colony High Schol,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Henley_Jaden_mn22.jpg,10.0,"Ontario, California",Canada,Draft Eligible in 2026
Trevor Hennig,G,6-4,185,Weber State,So,-,North Bend (WA),Mount Si High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hennig_Trevor_web24.jpg,6.0,"North Bend, Washington",United States,Draft Eligible in 2028
Andre Henry,GF,6-4,185,UC Irvine,Sr,-,La Canada Flintridge (CA),St. Francis High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Henry_Andre_uci20.jpg,4.0,"La Canada Flintridge, California",United States,Draft Eligible in 2026
Christian Henry,G,6-3,N/A,Fordham,Sr,-,Chicago (IL),The Skill Factory,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Henry_Christian_emu24.jpg,30.0,"Chicago, Illinois",United States,Draft Eligible in 2026
Isaiah Henry,F,6-4,222,Queens University,Fr,-,Concord (NC),Concord High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/210666.png,3.0,"Concord, North Carolina",United States,Draft Eligible in 2029
David Hermes,C,6-10,240,UNC Asheville,Sr,"Oct 13, 2001",Stockholm,N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hermes_David_utsa24.jpg,23.0,"Stockholm, Sweden",Sweden / Syria,Draft Eligible in 2026
Lucas Hernandez Langarita,PG,6-5,N/A,Utah,Fr,"Jan 4, 2005",N/A,N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/player_photo.jpg,11.0,,Spain,Draft Eligible in 2029
Gabe Hernandez,G,5-11,180,The Citadel,Jr,-,Doral (FL),Doral Academy Charter High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/220215.png,7.0,"Doral, Florida",United States,Draft Eligible in 2027
Jordan Hernandez,G,5-11,170,UTEP,Jr,-,El Paso (TX),Americas High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hernandez_Jordan_utep24.jpg,2.0,"El Paso, Texas",United States,Draft Eligible in 2027
Austin Herro,G,6-3,180,St. Thomas,So,-,Milwaukee (WI),Whitnall High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Herro_Austin_sc23.jpg,11.0,"Milwaukee, Wisconsin",United States,Draft Eligible in 2028
Myles Herro,G,6-3,165,Ohio State,Fr,-,Milwaukee (WI),Whitnall High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Herro_Myles_osu25.jpg,8.0,"Milwaukee, Wisconsin",United States,Draft Eligible in 2029
Sir Issac Herron,C,6-8,230,Louisiana Tech,Sr,-,Spring (TX),Legacy the School of Sport Sciences,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Herron_SirIssac_or21.jpg,7.0,"Spring, Texas",United States,Draft Eligible in 2026
Dontrell Hewlett,PG,6-4,190,Green Bay,Sr,-,Sacramento (CA),Sheldon High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hewlett_Dontrell_gb25.jpg,12.0,"Sacramento, California",United States,Draft Eligible in 2026
Cam Hiatt,F,6-4,N/A,Dartmouth,Fr,-,Woodway (WA),Western Reserve Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/227745.png,11.0,"Woodway, Washington",United States,Draft Eligible in 2029
Jackson Hicke,G,6-5,200,Princeton,Jr,-,Radnor Township (PA),Radnor High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hicke_Jackson_prin23.jpg,33.0,"Radnor Township, Pennsylvania",United States,Draft Eligible in 2027
Connor Hickman,G,6-3,200,Charleston,Sr,"Jun 18, 2002",Bloomington (IN),Bloomington South High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hickman_Connor_brad21.jpg,10.0,"Bloomington, Indiana",United States,Draft Eligible in 2026
Brooklyn Hicks,F,6-3,190,Montana,Jr,-,Lacey (WA),Timberline High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hicks_Brooklyn_unlv23.jpg,3.0,"Lacey, Washington",United States,Draft Eligible in 2027
Freddy Hicks,F,6-5,215,Tarleton State,Sr,"May 13, 2002",Searcy (AR),Searcy High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hicks_Freddy_tar20.jpg,2.0,"Searcy, Arkansas",United States,Draft Eligible in 2026
Isaiah Hicks,G,6-0,185,Gardner-Webb,Jr,-,Shelby (NC),Thomas Jefferson Classical Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hicks_Isaiah_gwu22.jpg,2.0,"Shelby, North Carolina",United States,Draft Eligible in 2027
Miles Hicks,G,6-0,160,William & Mary,Sr,-,Upper Marlboro (MD),St. Albans High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hicks_Miles_wm22.jpg,25.0,"Upper Marlboro, Maryland",United States,Draft Eligible in 2026
Zayden High,C,6-10,230,North Carolina,So,"Mar 26, 2004",San Antonio (TX),AZ Compass Prep,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/High_Zayden_unc23.jpg,1.0,"San Antonio, Texas",United States,Draft Eligible in 2028
Gavin Hightower,G,6-1,165,South Florida,Fr,-,Los Angeles (CA),Sierra Canyon School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/199164.png,9.0,"Los Angeles, California",United States,Draft Eligible in 2029
Simon Hildebrandt,F,6-9,240,Washington State,Sr,-,Winnipeg (MB),Royal Crown Academic School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hildebrandt_Simon_hp24.jpg,3.0,"Winnipeg, Canada",Canada,Draft Eligible in 2026
Anquan Hill,F,6-9,200,Sacred Heart,Sr,-,Radnor Township (PA),Archbishop John Carroll High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hill_Anquan_fair21.jpg,7.0,"Radnor Township, Pennsylvania",United States,Draft Eligible in 2026
Davion Hill,G,6-2,225,Ball State,So,"Jan 6, 2005",Philadelphia (PA),Neumann-Goretti High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hill_Davion_most23.jpg,2.0,"Philadelphia, Pennsylvania",United States,Draft Eligible in 2028
Fatt Hill,G,6-5,185,George Mason,Sr,-,Bessemer (AL),Berkmar High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hill_Jemahri_ball24.jpg,5.0,"Bessemer, Alabama",United States,Draft Eligible in 2026
Jacoby Hill,G,6-3,170,Jacksonville State,Fr,-,Phenix City (AL),Central High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/235636.png,2.0,"Phenix City, Alabama",United States,Draft Eligible in 2029
Josh Hill,C,6-11,200,Robert Morris,So,-,Laurel (MD),Joseph Wheeler High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hill_Josh_ark24.jpg,1.0,"Laurel, Maryland",United States,Draft Eligible in 2028
"Terrence Hill, Jr.",G,6-3,180,VCU,So,-,Portland (OR),AZ Compass Prep,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hill_Terrence_vcu24.jpg,6.0,"Portland, Oregon",United States,Draft Eligible in 2028
Ma'Shy Hill,F,6-8,250,Abilene Christian,Jr,-,Pflugerville (TX),St. Michael's Catholic Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hill_Mashy_ab23.jpg,11.0,"Pflugerville, Texas",United States,Draft Eligible in 2027
Manny Hill,PG,6-0,N/A,Cleveland State,Sr,-,Cleveland (OH),Cleveland Heights High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hill_Manny_csu25.jpg,23.0,"Cleveland, Ohio",United States,Draft Eligible in 2026
Marcus Hill,G,6-3,192,Texas A&M,Sr,-,Chicago (IL),Rockford Christian School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hill_Marcus_bg24.jpg,0.0,"Chicago, Illinois",United States,Draft Eligible in 2026
Noah Hill,F,6-7,222,Wichita State,Fr,-,McKinney (TX),Sunrise Christian Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/236213.png,22.0,"McKinney, Texas",United States,Draft Eligible in 2029
Reggie Hill,F,6-7,225,Coastal Carolina,Sr,-,Melbourne (FL),Melbourne High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hill_Reggie_nws22.jpg,21.0,"Melbourne, Florida",United States,Draft Eligible in 2026
Rondae Hill,G,6-0,170,Southern,So,-,Shreveport (LA),Calvary Baptist Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/239738.png,0.0,"Shreveport, Louisiana",United States,Draft Eligible in 2028
Jason Hilliard,F,6-7,N/A,UMKC,Jr,-,Pomona (CA),Chino High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hilliard_Jason_kc26.jpg,10.0,"Pomona, California",United States,Draft Eligible in 2027
Samuel Hincapie,G,6-5,175,Le Moyne,Jr,-,Medellin,N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/231119.png,12.0,"Medellin, Colombia",Colombia,Draft Eligible in 2027
Justin Hinds,F,6-5,200,Air Force,Fr,-,Wilmington (DE),Salesianum School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/254575.png,15.0,"Wilmington, Delaware",United States,Draft Eligible in 2029
C.J. Hines,G,6-2,185,Temple,Sr,-,Atlanta (GA),Archer High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hines_CJ_asu23.jpg,1.0,"Atlanta, Georgia",United States,Draft Eligible in 2026
